"Company_name","Cluster1","Cluster2","Cluster3","Cluster4","Cluster5","Cluster6","Cluster7","Cluster8","Cluster9","Cluster10","Cluster11","Cluster12","Cluster13","Cluster14","Cluster15","Cluster16","Cluster17","Cluster18","Cluster19","Cluster20","Cluster21","Cluster22","Cluster23","Cluster24","Cluster25","Cluster26","Cluster27","Cluster28","Cluster29","Cluster30","Cluster31","Cluster32","Cluster33","Cluster34","Cluster35","Cluster36","Cluster37","Cluster38","Cluster39","Cluster40","Cluster41","Cluster42","Cluster43","Cluster44","Cluster45","Cluster46","Cluster47","Cluster48","Cluster49","Cluster50","Cluster51","Cluster52","Cluster53","Cluster54","Cluster55","Cluster56","Cluster57","Cluster58","Cluster59","Cluster60","Cluster61","Cluster62","Cluster63","Cluster64","Cluster65","Cluster66","Cluster67","Cluster68","Cluster69","Cluster70","Cluster71","Cluster72","Cluster73","Cluster74","Cluster75","Cluster76","Cluster77","Cluster78","Cluster79","Cluster80","Cluster81","Cluster82","Cluster83","Cluster84","Cluster85","Cluster86","Cluster87","Cluster88","Cluster89","Cluster90","Cluster91","Cluster92","Cluster93","Cluster94","Cluster95","Cluster96","Cluster97","Cluster98","Cluster99","Cluster100","Cluster101","Cluster102","Cluster103","Cluster104","Cluster105","Cluster106","Cluster107","Cluster108","Cluster109","Cluster110","Cluster111","Cluster112","Cluster113","Cluster114","Cluster115","Cluster116","Cluster117","Cluster118","Cluster119","Cluster120","Cluster121","Cluster122","Cluster123","Cluster124","Cluster125","Cluster126","Cluster127","Cluster128","Cluster129","Cluster130","Cluster131","Cluster132","Cluster133","Cluster134","Cluster135","Cluster136","Cluster137","Cluster138","Cluster139","Cluster140","Cluster141","Cluster142","Cluster143","Cluster144","Cluster145","Cluster146","Cluster147","Cluster148","Cluster149","Cluster150","Cluster151","Cluster152","Cluster153","Cluster154","Cluster155","Cluster156","Cluster157","Cluster158","Cluster159","Cluster160","Cluster161","Cluster162","Cluster163","Cluster164","Cluster165","Cluster166","Cluster167","Cluster168","Cluster169","Cluster170","Cluster171","Cluster172","Cluster173","Cluster174","Cluster175","Cluster176","Cluster177","Cluster178","Cluster179","Cluster180","Cluster181","Cluster182","Cluster183","Cluster184","Cluster185","Cluster186","Cluster187","Cluster188","Cluster189","Cluster190","Cluster191","Cluster192","Cluster193","Cluster194","Cluster195","Cluster196","Cluster197","Cluster198","Cluster199","Cluster200","Cluster201","Cluster202","Cluster203","Cluster204","Cluster205","Cluster206","Cluster207","Cluster208","Cluster209","Cluster210","Cluster211","Cluster212","Cluster213","Cluster214","Cluster215","Cluster216","Cluster217","Cluster218","Cluster219","Cluster220","Cluster221","Cluster222","Cluster223","Cluster224","Cluster225","Cluster226","Cluster227","Cluster228","Cluster229","Cluster230","Cluster231","Cluster232","Cluster233","Cluster234","Cluster235","Cluster236","Cluster237","Cluster238","Cluster239","Cluster240","Cluster241","Cluster242","Cluster243","Cluster244","Cluster245","Cluster246","Cluster247","Cluster248","Cluster249","Cluster250","Cluster251","Cluster252","Cluster253","Cluster254","Cluster255","Cluster256","Cluster257","Cluster258","Cluster259","Cluster260","Cluster261","Cluster262","Cluster263","Cluster264","Cluster265","Cluster266","Cluster267","Cluster268","Cluster269","Cluster270","Cluster271","Cluster272","Cluster273","Cluster274","Cluster275","Cluster276","Cluster277","Cluster278","Cluster279","Cluster280","Cluster281","Cluster282","Cluster283","Cluster284","Cluster285","Cluster286","Cluster287","Cluster288","Cluster289","Cluster290","Cluster291","Cluster292","Cluster293","Cluster294","Cluster295","Cluster296","Cluster297","Cluster298","Cluster299","Cluster300","Cluster301","Cluster302","Cluster303","Cluster304","Cluster305","Cluster306","Cluster307","Cluster308","Cluster309","Cluster310","Cluster311","Cluster312","Cluster313","Cluster314","Cluster315","Cluster316","Cluster317","Cluster318","Cluster319","Cluster320","Cluster321","Cluster322","Cluster323","Cluster324","Cluster325","Cluster326","Cluster327","Cluster328","Cluster329","Cluster330","Cluster331","Cluster332","Cluster333","Cluster334","Cluster335","Cluster336","Cluster337","Cluster338","Cluster339","Cluster340","Cluster341","Cluster342","Cluster343","Cluster344","Cluster345","Cluster346","Cluster347","Cluster348","Cluster349","Cluster350","Cluster351","Cluster352","Cluster353","Cluster354","Cluster355","Cluster356","Cluster357","Cluster358","Cluster359","Cluster360","Cluster361","Cluster362","Cluster363","Cluster364","Cluster365","Cluster366","Cluster367","Cluster368","Cluster369","Cluster370","Cluster371","Cluster372","Cluster373","Cluster374","Cluster375","Cluster376","Cluster377","Cluster378","Cluster379","Cluster380","Cluster381","Cluster382","Cluster383","Cluster384","Cluster385","Cluster386","Cluster387","Cluster388","Cluster389","Cluster390","Cluster391","Cluster392","Cluster393","Cluster394","Cluster395","Cluster396","Cluster397","Cluster398","Cluster399","Cluster400","Cluster401","Cluster402","Cluster403","Cluster404","Cluster405","Cluster406","Cluster407","Cluster408","Cluster409","Cluster410","Cluster411","Cluster412","Cluster413","Cluster414","Cluster415","Cluster416","Cluster417","Cluster418","Cluster419","Cluster420","Cluster421","Cluster422","Cluster423","Cluster424","Cluster425","Cluster426","Cluster427","Cluster428","Cluster429","Cluster430","Cluster431","Cluster432","Cluster433","Cluster434","Cluster435","Cluster436","Cluster437","Cluster438","Cluster439","Cluster440","Cluster441","Cluster442","Cluster443","Cluster444","Cluster445","Cluster446","Cluster447","Cluster448","Cluster449","Cluster450","Cluster451","Cluster452","Cluster453","Cluster454","Cluster455","Cluster456","Cluster457","Cluster458","Cluster459","Cluster460","Cluster461","Cluster462","Cluster463","Cluster464","Cluster465","Cluster466","Cluster467","Cluster468","Cluster469","Cluster470","Cluster471","Cluster472","Cluster473","Cluster474","Cluster475","Cluster476","Cluster477","Cluster478","Cluster479","Cluster480","Cluster481","Cluster482","Cluster483","Cluster484","Cluster485","Cluster486","Cluster487","Cluster488","Cluster489","Cluster490","Cluster491","Cluster492","Cluster493","Cluster494","Cluster495","Cluster496","Cluster497","Cluster498","Cluster499","Cluster500","Cluster501","Cluster502","Cluster503","Cluster504","Cluster505","Cluster506","Cluster507","Cluster508","Cluster509","Cluster510","Cluster511","Cluster512","Cluster513","Cluster514","Cluster515","Cluster516","Cluster517","Cluster518","Cluster519","Cluster520","Cluster521","Cluster522","Cluster523","Cluster524","Cluster525","Cluster526","Cluster527","Cluster528","Cluster529","Cluster530","Cluster531","Cluster532","Cluster533","Cluster534","Cluster535","Cluster536","Cluster537","Cluster538","Cluster539","Cluster540","Cluster541","Cluster542","Cluster543","Cluster544","Cluster545","Cluster546","Cluster547","Cluster548","Cluster549","Cluster550","Cluster551","Cluster552","Cluster553","Cluster554","Cluster555","Cluster556","Cluster557","Cluster558","Cluster559","Cluster560","Cluster561","Cluster562","Cluster563","Cluster564","Cluster565","Cluster566","Cluster567","Cluster568","Cluster569","Cluster570","Cluster571","Cluster572","Cluster573","Cluster574","Cluster575","Cluster576","Cluster577","Cluster578","Cluster579","Cluster580","Cluster581","Cluster582","Cluster583","Cluster584","Cluster585","Cluster586","Cluster587","Cluster588","Cluster589","Cluster590","Cluster591","Cluster592","Cluster593","Cluster594","Cluster595","Cluster596","Cluster597","Cluster598","Cluster599","Cluster600","Cluster601","Cluster602","Cluster603","Cluster604","Cluster605","Cluster606","Cluster607","Cluster608","Cluster609","Cluster610","Cluster611","Cluster612","Cluster613","Cluster614","Cluster615","Cluster616","Cluster617","Cluster618","Cluster619","Cluster620","Cluster621","Cluster622","Cluster623","Cluster624","Cluster625","Cluster626","Cluster627","Cluster628","Cluster629","Cluster630","Cluster631","Cluster632","Cluster633","Cluster634","Cluster635","Cluster636","Cluster637","Cluster638","Cluster639","Cluster640","Cluster641","Cluster642","Cluster643","Cluster644","Cluster645","Cluster646","Cluster647","Cluster648","Cluster649","Cluster650","Cluster651","Cluster652","Cluster653","Cluster654","Cluster655","Cluster656","Cluster657","Cluster658","Cluster659","Cluster660","Cluster661","Cluster662","Cluster663","Cluster664","Cluster665","Cluster666","Cluster667","Cluster668","Cluster669","Cluster670","Cluster671","Cluster672","Cluster673","Cluster674","Cluster675","Cluster676","Cluster677","Cluster678","Cluster679","Cluster680","Cluster681","Cluster682","Cluster683","Cluster684","Cluster685","Cluster686","Cluster687","Cluster688","Cluster689","Cluster690","Cluster691","Cluster692","Cluster693","Cluster694","Cluster695","Cluster696","Cluster697","Cluster698","Cluster699","Cluster700","Cluster701","Cluster702","Cluster703","Cluster704","Cluster705","Cluster706","Cluster707","Cluster708","Cluster709","Cluster710","Cluster711","Cluster712","Cluster713","Cluster714","Cluster715","Cluster716","Cluster717","Cluster718","Cluster719","Cluster720","Cluster721","Cluster722","Cluster723","Cluster724","Cluster725","Cluster726","Cluster727","Cluster728","Cluster729","Cluster730","Cluster731","Cluster732","Cluster733","Cluster734","Cluster735","Cluster736","Cluster737","Cluster738","Cluster739","Cluster740","Cluster741","Cluster742","Cluster743","Cluster744","Cluster745","Cluster746","Cluster747","Cluster748","Cluster749","Cluster750","Cluster751","Cluster752","Cluster753","Cluster754","Cluster755","Cluster756","Cluster757","Cluster758","Cluster759","Cluster760","Cluster761","Cluster762","Cluster763","Cluster764","Cluster765","Cluster766","Cluster767","Cluster768","Cluster769","Cluster770","Cluster771","Cluster772","Cluster773","Cluster774","Cluster775","Cluster776","Cluster777","Cluster778","Cluster779","Cluster780","Cluster781","Cluster782","Cluster783","Cluster784","Cluster785","Cluster786","Cluster787","Cluster788","Cluster789","Cluster790","Cluster791","Cluster792","Cluster793","Cluster794","Cluster795","Cluster796","Cluster797","Cluster798","Cluster799","Cluster800","Cluster801","Cluster802","Cluster803","Cluster804","Cluster805","Cluster806","Cluster807","Cluster808","Cluster809","Cluster810","Cluster811","Cluster812","Cluster813","Cluster814","Cluster815","Cluster816","Cluster817","Cluster818","Cluster819","Cluster820","Cluster821","Cluster822","Cluster823","Cluster824","Cluster825","Cluster826","Cluster827","Cluster828","Cluster829","Cluster830","Cluster831","Cluster832","Cluster833","Cluster834","Cluster835","Cluster836","Cluster837","Cluster838","Cluster839","Cluster840","Cluster841","Cluster842","Cluster843","Cluster844","Cluster845","Cluster846","Cluster847","Cluster848","Cluster849","Cluster850","Cluster851","Cluster852","Cluster853","Cluster854","Cluster855","Cluster856","Cluster857","Cluster858","Cluster859","Cluster860","Cluster861","Cluster862","Cluster863","Cluster864","Cluster865","Cluster866","Cluster867","Cluster868","Cluster869","Cluster870","Cluster871","Cluster872","Cluster873","Cluster874","Cluster875","Cluster876","Cluster877","Cluster878","Cluster879","Cluster880","Cluster881","Cluster882","Cluster883","Cluster884","Cluster885","Cluster886","Cluster887","Cluster888","Cluster889","Cluster890","Cluster891","Cluster892","Cluster893","Cluster894","Cluster895","Cluster896","Cluster897","Cluster898","Cluster899","Cluster900","Cluster901","Cluster902","Cluster903","Cluster904","Cluster905","Cluster906","Cluster907","Cluster908","Cluster909","Cluster910","Cluster911","Cluster912","Cluster913","Cluster914","Cluster915","Cluster916","Cluster917","Cluster918","Cluster919","Cluster920","Cluster921","Cluster922","Cluster923","Cluster924","Cluster925","Cluster926","Cluster927","Cluster928","Cluster929","Cluster930","Cluster931","Cluster932","Cluster933","Cluster934","Cluster935","Cluster936","Cluster937","Cluster938","Cluster939","Cluster940","Cluster941","Cluster942","Cluster943","Cluster944","Cluster945","Cluster946","Cluster947","Cluster948","Cluster949","Cluster950","Cluster951","Cluster952","Cluster953","Cluster954","Cluster955","Cluster956","Cluster957","Cluster958","Cluster959","Cluster960","Cluster961","Cluster962","Cluster963","Cluster964","Cluster965","Cluster966","Cluster967","Cluster968","Cluster969","Cluster970","Cluster971","Cluster972","Cluster973","Cluster974","Cluster975","Cluster976","Cluster977","Cluster978","Cluster979","Cluster980","Cluster981","Cluster982","Cluster983","Cluster984","Cluster985","Cluster986","Cluster987","Cluster988","Cluster989","Cluster990","Cluster991","Cluster992","Cluster993","Cluster994","Cluster995","Cluster996","Cluster997","Cluster998","Cluster999","Cluster1000","Cluster1001","Cluster1002","Cluster1003","Cluster1004","Cluster1005","Cluster1006","Cluster1007"
"hcl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"futureretail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cmsit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
