"Company_name","Cluster_id"
"548","selfemplyed"
"549","qualitycontrol"
"550","prolifics"
"551","notyetworking"
"552","neosymindustry"
"553","magnetimarelli"
"554","jamiamilliaislamia"
"555","industry"
"556","idemitsulube"
"557","houseofanitadongre"
"558","hometutions"
"559","healthcare"
"560","gatikwe"
"561","galorenetworks"
"562","experisit"
"563","emiratessteel"
"564","cvkinfratech"
"565","backoffice"
"566","wellspringhealthcare"
"567","voithindustrial"
"568","triuneenergy"
"569","toyoink"
"570","tothenewdigital"
"571","team"
"572","surojbuildcon"
"573","sts"
"574","rudrarealestate"
"575","professional"
"576","primemeiden"
"577","practicingadvocate"
"578","nhm"
"579","ncml"
"580","mittalcorp"
"581","lucidcolloids"
"582","lawyer"
"583","kingdomofdreams"
"584","jainhydraulics"
"585","insyncanalytics"
"586","housewife"
"587","highschool"
"588","gsecdelhi"
"589","goloffshore"
"590","freshgraduate"
"591","entrepreneur"
"592","dishamicrofin"
"593","chemist"
"594","cdmsmith"
"595","banctectps"
"596","azurepower"
"597","asentech"
"598","apmterminals"
"599","anabeeb"
"600","aietscom"
"601","zecoaircon"
"602","varmoraplastech"
"603","vretail "
"604","ucc"
"605","technokart"
"606","startup"
"607","rupees"
"608","oilandgas"
"609","fmcgsector"
"610","expofreight"
"611","eppcomposites"
"612","emudhra"
"613","danonenutricia"
"614","chegg"
"615","charteredfirm"
"616","bhagwatiproducts"
"617","bebb"
"618","aptean"
"619","amplifon"
"620","ammannapollo"
"621","advocateoffice"
"622","zenq"
"623","tjsbsahakaribank"
"624","stayzilla"
"625","sodexotechnical"
"626","senatesystems"
"627","projectengineer"
"628","practice"
"629","pennarenviro"
"630","masubrakes"
"631","marketsandmarkets"
"632","ltrealty"
"633","kumoneducation"
"634","kalyanjewellers"
"635","juniorengineer"
"636","inlandpower"
"637","informatica"
"638","homecredit"
"639","harbalcare"
"640","franklintempleton"
"641","exporthouse"
"642","consultant"
"643","college"
"644","bengalspeechhearing"
"645","websolenergysystem"
"646","virtela"
"647","velexlogistics"
"648","stxaviershighschool"
"649","stauff"
"650","sanzyme"
"651","qualityheightcon"
"652","philipslighting"
"653","pharmacist"
"654","notany"
"655","modinaturals"
"656","mafdalkia"
"657","limeroadcom"
"658","karleinfra"
"659","jobbyengineers"
"660","ihsglobal"
"661","housewife"
"662","hospitals"
"663","healthware"
"664","cyfuture"
"665","bteserv"
"666","xceedanceinfotech"
"667","wiprobps"
"668","vishwamitrapariwar"
"669","uttamvaluesteels"
"670","umangrealtech"
"671","tradebullssecurities"
"672","symphonyteleca"
"673","sirnittisoftware"
"674","selfemploy"
"675","schawk"
"676","saxobank"
"677","sarensheavylift"
"678","rsl"
"679","pursuingstudies"
"680","nobelhygiene"
"681","monark"
"682","leadingmnc"
"683","konyit"
"684","iamafresher"
"685","hutchisonglobal"
"686","goverment"
"687","frasher"
"688","ernstandyoungllp"
"689","equiniti"
"690","dawndigital"
"691","careerpoint"
"692","brinks"
"693","bioradmedisys"
"694","applusvelosi"
"695","allcompany"
"696","zovicom"
"697","tutor"
"698","soprasteria"
"699","softwareprogrammer"
"700","siriustranstech"
"701","sandormedicaids"
"702","rsbtransmissionsi"
"703","regalix"
"704","pwcsdckolkata"
"705","proplaritygroup"
"706","privet"
"707","nownotworking"
"708","nbcc"
"709","mydentist"
"710","ministryofhealth"
"711","milkmantradairy"
"712","mba"
"713","kanchhalgroup"
"714","jpmexports"
"715","jodasexpoim"
"716","hyderabad"
"717","healthcare"
"718","hdpi"
"719","hdfcbankadfc"
"720","finar"
